Company,X,y,Cluster
D,6.692863464355469,6.688289165496826,1
DAL,-2.450314521789551,4.924013614654541,2
DE,-2.223210334777832,3.0504636764526367,6
DFS,-1.8769855499267576,4.876932144165039,2
DG,0.906773805618286,4.411648750305176,0
DGX,1.5686739683151243,2.403766632080078,3
DHI,-1.2576587200164795,2.0842177867889404,6
DHR,1.1862510442733765,1.995381474494934,3
DIS,-0.2860442996025085,3.0333187580108643,6
DISCA,-1.2501951456069946,5.056833267211914,2
DISCK,-1.2441787719726562,5.022396564483643,2
DISH,-1.2236648797988892,5.942376613616943,2
DLR,10.956791877746582,7.402753829956055,4
DLTR,1.022621750831604,4.590345859527588,0
DOV,-1.6558140516281128,2.78108024597168,6
DRE,11.002283096313477,7.471660614013672,4
DRI,-1.1178078651428225,3.603502511978149,6
DTE,6.554961681365967,6.529434680938721,1
DUK,6.704563617706299,6.650282382965088,1
DVA,1.785332202911377,2.745449542999268,3
DVN,-2.857423782348633,8.092768669128418,5
DXC,-1.0553202629089355,5.86271858215332,2
EA,0.1913424581289291,1.507499098777771,3
EBAY,0.3640195727348327,1.465393304824829,3
ECL,-0.7259193658828735,2.7577223777771,6
ED,6.678572177886963,6.825392246246338,1
EFX,0.2193747609853744,2.4969983100891118,3
EIX,6.40748405456543,6.486253261566162,1
EL,-0.0662088245153427,2.7466931343078613,3
EMN,-2.320231437683105,6.268789291381836,2
EMR,-2.098349094390869,3.616491317749024,6
EOG,-2.631363868713379,7.778078556060791,5
EQIX,10.837759971618652,7.301000118255615,4
EQR,11.051037788391112,7.528790950775146,4
EQT,-2.9032459259033203,8.200536727905273,5
ES,6.847604274749756,6.804989814758301,1
ESRX,-2.83088493347168,8.71768569946289,5
ESS,11.131858825683594,7.600311279296875,4
ETN,-1.7221529483795166,3.353343725204468,6
ETR,6.4567694664001465,6.464395999908447,1
EVHC,-2.8140108585357666,8.790640830993652,5
EW,1.141337752342224,2.482861280441284,3
EXC,6.400882244110107,6.392980098724365,1
EXPD,-2.4784226417541504,2.585716009140014,6
EXPE,-2.210711002349853,4.517391204833984,2
EXR,11.068659782409668,7.553027629852295,4
F,-2.415745496749878,5.799602031707764,2
FAST,-1.7474792003631592,2.989149332046509,6
FB,0.4337665140628814,1.422021985054016,3
FBHS,-1.2565542459487915,2.3695857524871826,6
FCX,-0.797055721282959,0.9291154146194458,3
FDX,-2.467132091522217,2.8588149547576904,6
FE,6.515233993530273,6.43035888671875,1
FFIV,-1.142115592956543,3.9814860820770255,6
FIS,0.3468111753463745,2.647996187210083,3
FISV,0.3947413265705108,2.5520942211151123,3
FITB,-1.9245824813842771,5.57293176651001,2
FL,-3.2442760467529297,5.721891403198242,2
FLIR,-1.4538518190383911,3.220848798751831,6
FLR,-2.827364921569824,7.36733341217041,5
FLS,-1.8710821866989136,6.56586217880249,2
FMC,-1.998120665550232,3.390967607498169,6
FOX,-0.521947979927063,2.964118003845215,6
FOXA,-0.5264343619346619,2.9653260707855225,6
FRT,11.446172714233398,7.932432174682617,4
FTI,-2.8847177028656006,8.02687931060791,5
FTV,-1.8834974765777588,2.798667907714844,6
GD,-1.809858798980713,3.815891742706299,6
GE,-1.3938586711883545,6.244422912597656,2
GILD,1.44058358669281,3.552354335784912,0
GIS,1.5805180072784424,5.119026184082031,0
GLW,-1.207034945487976,3.937801599502564,6
GM,-2.3705368041992188,5.585175514221191,2
GOOG,0.3050649464130401,1.5592005252838137,3
GOOGL,0.3460257947444916,1.5269365310668943,3
GPC,-1.718461513519287,2.654611587524414,6
GPN,0.3683131337165832,2.548637866973877,3
GPS,-3.3231163024902344,5.868969440460205,2
GRMN,-1.1697508096694946,3.528815507888794,6
GS,-1.6998862028121948,5.264796733856201,2
GT,-2.28220534324646,6.162059307098389,2
GWW,-2.005852460861206,2.9225006103515625,6
HAL,-2.7971370220184326,7.964667797088623,5
HAS,-1.6077524423599243,6.034806728363037,2
HBAN,-1.9230793714523315,5.763684272766113,2
HBI,-3.193248748779297,5.864626407623291,2
HCA,1.864135146141052,2.801767110824585,3
HD,-0.684061586856842,2.5599477291107178,6
HES,-2.5575616359710693,7.754951477050781,5
HIG,-0.183161973953247,4.612274169921875,0
HII,-1.8209744691848757,3.920948028564453,6
HLT,-1.21672785282135,3.4741671085357666,6
HOG,-2.248843193054199,5.789963245391846,2
HOLX,1.3233137130737305,2.0242905616760254,3
HON,-1.2609069347381592,3.0960845947265625,6
HP,-2.7827956676483154,7.9885945320129395,5
HPE,-1.153941988945007,4.792057991027832,2
HPQ,-1.3123093843460083,4.498979568481445,2
HRB,-2.1147618293762207,5.22835111618042,2
HRL,1.4592729806900024,4.996035575866699,0
HSIC,-0.1186317205429077,5.574567317962647,0
HST,-2.0658576488494877,4.241151809692383,6
HSY,1.4044103622436523,4.72312068939209,0
HUM,1.8956352472305296,2.680455446243286,3
IBM,-0.8936588168144226,4.9584150314331055,2
ICE,0.489879846572876,3.657597064971924,0
IDXX,1.1425641775131226,1.6582096815109253,3
IFF,-1.9504660367965696,3.36285400390625,6
ILMN,0.504997730255127,1.490445852279663,3
INCY,1.5508822202682495,3.5746796131134038,0
INFO,0.3402840197086334,2.7023842334747314,3
INTC,-0.3290137350559234,1.4209555387496948,3
INTU,0.6873276829719543,1.201316237449646,3
IP,-2.3269221782684326,3.9577229022979736,6
IPG,-1.3652865886688232,5.453036785125732,2
IQV,0.8839941024780273,2.0255825519561768,3
IR,-2.107598066329956,3.355086326599121,6
IRM,11.372682571411133,7.865950107574463,4
ISRG,0.6137515306472778,1.701607346534729,3
IT,-0.5361910462379456,3.1799113750457764,6
ITW,-1.7155184745788574,2.747126340866089,6
IVZ,-1.685553789138794,6.389703750610352,2
JBHT,-2.331705093383789,2.696530103683472,6
JCI,-1.5850411653518677,3.0984046459198,6
JNJ,1.4187859296798706,4.062560558319092,0
JNPR,-1.0054686069488523,4.451830863952637,2
JPM,-1.4234521389007568,5.03218412399292,2
JWN,-3.2781636714935303,5.904704570770264,2
K,1.5039160251617432,5.093303680419922,0
KEY,-1.954350233078003,5.505192279815674,2
KHC,1.2063961029052734,5.3096842765808105,0
KIM,11.536246299743652,8.028145790100098,4
KLAC,-0.3076189458370209,0.8229267597198486,3
KMB,1.410246729850769,4.639595985412598,0
KMI,-2.481650352478028,7.629169464111328,5
KMX,-1.0742714405059814,3.100351333618164,6
KO,1.2117489576339722,4.319849967956543,0
KR,1.3353376388549805,4.760067462921143,0
KSS,-3.3459479808807373,5.894667148590088,2
KSU,-2.131990671157837,2.91174054145813,6
L,-0.6673203110694885,4.888613700866699,2
LB,-3.2789011001586914,5.905900955200195,2
LEG,-1.7942790985107422,4.379753589630127,2
LEN,-1.2767399549484253,2.125037431716919,6
LH,1.571286678314209,2.449325561523437,3
LKQ,-1.756639003753662,2.724839448928833,6
LLY,1.3947783708572388,2.71252989768982,3
LMT,-1.8122977018356323,3.709869861602783,6
LNC,-1.5049010515213013,5.869477272033691,2
LNT,6.731755256652832,6.7003092765808105,1
LOW,-0.9557507634162904,2.43670654296875,6
LRCX,-0.3574132621288299,0.9593623280525208,3
LUV,-2.5843775272369385,4.957880973815918,2
LYB,-2.3678624629974365,6.380986213684082,2
M,-3.352411985397339,5.986380100250244,2
MA,0.2911709547042846,2.53748631477356,3
MAA,11.173746109008787,7.641457557678223,4
MAC,11.617376327514648,8.12299633026123,4
MAR,-1.6818935871124268,3.879676818847656,6
MAS,-1.3714241981506348,2.4100303649902344,6
MAT,-2.194586992263794,6.819395065307617,5
MCD,0.6463639140129089,3.668089628219605,0
MCHP,-0.4696280062198639,1.083747148513794,3
MCK,-0.2170913964509964,6.013136386871338,2
MCO,0.3491845726966858,3.294973611831665,0
MDLZ,1.087496638298035,4.847379207611084,0
MDT,1.3090314865112305,2.791345834732056,3
MET,-1.258007287979126,5.860672950744629,2
MGM,-2.2239315509796143,4.470494270324707,2
MHK,-1.9955134391784668,4.647336006164551,2
MKC,1.5594109296798706,4.706402778625488,0
MLM,-2.2797017097473145,3.406460285186768,6
MMC,0.126694455742836,3.9074864387512207,0
MMM,-1.6599557399749756,3.2399492263793945,6
MNST,0.9696773886680604,4.401181221008301,0
MO,0.5346824526786804,5.137416839599609,0
MON,-0.245246484875679,0.6582212448120117,3
MOS,-2.4848005771636963,6.622825145721436,2
MPC,-2.43093204498291,7.431960582733154,5
MRK,1.4358257055282593,3.267142534255981,0
MRO,-2.753406047821045,7.917291641235352,5
MS,-1.9209778308868408,5.198769092559815,2
MSFT,0.3280919790267944,1.881499528884888,3
MSI,0.4829877912998199,2.998618125915528,3
MTB,-1.6542489528656006,5.5789666175842285,2
MTD,1.0454635620117188,1.9194952249526975,3
MU,-0.518039345741272,1.0862228870391846,3
NAVI,-1.9002110958099363,5.376565456390381,2
NCLH,-2.325998544692993,4.771058559417725,2
NDAQ,0.4998037815093994,3.564873456954956,0
NEE,6.776312828063965,6.742105960845947,1
NEM,6.226047039031982,6.296831607818604,1
NFLX,0.437156617641449,1.480082869529724,3
NFX,-2.9060394763946533,8.585360527038574,5
NI,6.604035377502441,6.556933403015137,1
NKE,-0.8837978839874268,2.772299766540528,6
NLSN,-1.5876272916793823,6.344549655914307,2
NOC,-1.7976819276809692,3.643933534622192,6
NOV,-2.9403927326202397,8.032541275024414,5
NRG,6.164177417755127,6.242709636688232,1
NSC,-2.194929838180542,2.841723680496216,6
NTAP,-1.087033987045288,4.4849853515625,2
NTRS,-1.599726915359497,5.499634742736816,2
NUE,-2.1768102645874023,6.2290873527526855,2
NVDA,0.2802373468875885,0.9923251271247864,3
NWL,-1.8419897556304927,6.640678405761719,2
NWS,-1.778467059135437,5.023458003997803,2
NWSA,-1.763269543647766,5.080199718475342,2
O,11.314520835876465,7.785254955291748,4
OKE,-2.454763650894165,7.559135437011719,5
OMC,-1.1923645734786987,5.347388744354248,2
ORCL,-0.0718311294913292,2.259617328643799,3
ORLY,-1.264085054397583,2.214149713516236,6
OXY,-2.586045503616333,7.672820091247559,5
PAYX,0.3710474073886871,2.676565647125244,3
PBCT,-1.752728819847107,5.649709701538086,2
PCAR,-2.1524269580841064,2.7989015579223637,6
PCG,0.817065954208374,5.7218756675720215,0
PDCO,-0.2195708006620407,5.707085609436035,2
PEG,6.470067024230957,6.44867753982544,1
PEP,1.3639168739318848,4.513867378234863,0
PFE,1.4294254779815674,3.256499528884888,0
PFG,-1.371504306793213,5.955828666687012,2
PG,1.267770767211914,4.369208335876465,0
PGR,0.0048328889533877,3.849319458007813,0
PH,-2.0229666233062744,3.187304735183716,6
PHM,-1.274202823638916,2.2203123569488525,6
PKG,-2.4176347255706787,3.8743412494659424,6
PKI,1.1702611446380615,1.8745969533920288,3
PLD,10.913459777832031,7.386795043945312,4
PM,0.835730254650116,5.070639133453369,0
PNC,-1.4816044569015503,5.386642932891846,2
PNR,-1.8696531057357788,2.515907526016236,6
PNW,6.666094779968262,6.569243907928467,1
PPG,-1.6363818645477295,2.9745395183563232,6
PPL,6.689528942108154,6.447818756103516,1
PRGO,-0.4165464639663696,6.194568157196045,2
PRU,-1.1420668363571167,5.828482627868652,2
PSA,11.098328590393066,7.580358982086182,4
PSX,-2.353722095489502,7.378559112548828,5
PVH,-3.0341272354125977,5.878970623016357,2
PWR,-2.0140323638916016,2.7029240131378174,6
PX,-2.80600643157959,7.616316318511963,5
PXD,-2.8122923374176025,7.965400218963623,5
PYPL,0.2524304091930389,0.889319896697998,3
QCOM,-0.1823476403951645,1.0534749031066897,3
QRVO,-0.2711642682552337,0.96747624874115,3
RCL,-2.31742525100708,4.695807456970215,2
RE,-0.1393968611955642,4.606687068939209,0
REG,11.427608489990234,7.944759368896484,4
REGN,1.58119797706604,3.4446141719818115,0
RF,-1.8974772691726685,5.687724590301514,2
RHI,-1.5556609630584717,4.55769157409668,2
RJF,-1.7773070335388184,5.504421710968018,2
RL,-3.012453317642212,5.900558948516846,2
RMD,0.97219055891037,2.395204305648804,3
ROK,-1.9008331298828125,3.047337532043457,6
ROP,-1.0981197357177734,2.794214963912964,6
ROST,-0.9373753666877748,3.034127950668335,6
RRC,-2.8150320053100586,8.391432762145996,5
RSG,0.3646063208580017,3.7817063331604,0
SBAC,10.676658630371094,7.158086776733398,4
SBUX,0.0530758313834667,2.9456682205200195,3
SCG,1.5797502994537354,5.097477912902832,0
SCHW,-1.9057917594909668,5.555075645446777,2
SEE,-2.4135396480560303,3.778275728225708,6
SHW,-0.8462362885475159,2.6040031909942627,6
SIG,-3.339966058731079,6.004647254943848,2
SJM,1.512665033340454,5.054492473602295,0
SLB,-2.8947603702545166,7.983089923858643,5
SLG,11.457207679748535,7.930934906005859,4
SNA,-1.7582387924194336,2.905359983444214,6
SNI,-2.8637828826904297,8.756326675415039,5
SNPS,0.4551109671592712,0.9778699278831482,3
SO,6.713400363922119,6.586184978485107,1
SPG,11.506691932678224,8.027071952819824,4
SPGI,0.4417244791984558,3.087463617324829,3
SRCL,-1.6030932664871216,3.172181367874145,6
SRE,6.526016712188721,6.501872539520264,1
STT,-1.6352931261062622,5.429911613464356,2
STX,-1.0588256120681765,4.600436210632324,2
STZ,1.202036738395691,4.290846347808838,0
SWK,-1.720028042793274,2.6600286960601807,6
SWKS,-0.2782061994075775,1.0062483549118042,3
SYF,-2.0584349632263184,5.019083499908447,2
SYK,1.1019811630249023,2.566224813461304,3
SYY,-1.118722915649414,3.275176525115967,6
T,-0.3851718604564667,5.068234920501709,0
TAP,1.1814674139022827,5.2317070960998535,0
TDG,-1.2703824043273926,3.5432307720184326,6
TEL,-1.4392105340957642,2.658900260925293,6
TGT,0.7007439136505127,4.152980804443359,0
TJX,-1.0413339138031006,2.9731719493865967,6
TMO,1.1555407047271729,1.8375394344329836,3
TPR,-3.166790008544922,5.926877498626709,2
TRIP,-2.3625216484069824,5.306212902069092,2
TROW,-0.7737393975257874,3.725040197372437,6
TRV,-0.090556114912033,4.483090400695801,0
TSCO,-0.9619125723838806,2.4876017570495605,6
TSN,1.104849338531494,4.8465495109558105,0
TWX,-2.854314088821411,8.804253578186035,5
TXN,-0.2945591509342193,1.5186623334884644,3
TXT,-1.5223175287246704,4.13471794128418,6
UA,-3.2161977291107178,6.135402202606201,2
UAA,-3.087036609649658,6.0305891036987305,2
UAL,-2.492161512374878,4.839936256408691,2
UDR,11.145891189575195,7.622245788574219,4
UHS,1.8260341882705688,2.945789337158203,3
ULTA,-1.0060826539993286,2.933951139450073,6
UNH,1.9147206544876096,2.7422800064086914,3
UNM,-1.2696449756622314,6.12607479095459,2
UNP,-2.182887077331543,2.5905489921569824,6
UPS,-2.341686248779297,2.783839225769043,6
URI,-2.4938793182373047,3.357563018798828,6
USB,-1.446603298187256,5.367688655853272,2
V,0.3087773323059082,2.5014090538024902,3
VAR,-0.4974682033061981,4.085458278656006,0
VFC,-1.359370470046997,3.321063756942749,6
VLO,-2.3926990032196045,7.417700290679932,5
VMC,-2.2712607383728027,3.4053781032562256,6
VNO,11.445265769958496,7.930320262908935,4
VRSK,0.4431467950344085,2.481698989868164,3
VRSN,0.3583289980888366,2.2001702785491943,3
VRTX,1.5310592651367188,3.331660032272339,0
VTR,11.258898735046388,7.736522197723389,4
VZ,0.6571882963180542,5.106682777404785,0
WAT,1.016094207763672,1.987295746803284,3
WBA,-0.3758444786071777,6.098800659179688,2
WDC,-1.081497311592102,4.612960815429688,2
WEC,6.816678047180176,6.793549060821533,1
WFC,-1.6121047735214231,5.433636665344238,2
WHR,-1.4201589822769165,2.3743255138397217,6
WLTW,0.057716529816389,3.885138988494873,0
WM,0.4964108765125274,3.809645175933838,0
WMB,-2.595705986022949,7.77509880065918,5
WMT,1.1245553493499756,4.445329189300537,0
WRK,-2.401498556137085,4.067840099334717,6
WU,-0.41890349984169,3.3381552696228027,6
WY,-2.156963348388672,3.934276342391968,6
WYNN,-2.2452151775360107,4.679089546203613,2
XEC,-2.8099381923675537,8.19909381866455,5
XEL,6.8626389503479,6.81941032409668,1
XL,0.064364343881607,0.7982518672943115,3
XLNX,-0.3006936609745025,1.092632532119751,3
XOM,-2.414719820022583,7.497098445892334,5
XRAY,-0.1032994240522384,5.527747631072998,0
XRX,-1.6937370300292969,5.260037899017334,2
XYL,-1.9186835289001465,3.100427627563477,6
YUM,-0.1532202959060669,3.2886829376220703,6
ZBH,1.2555476427078247,2.763004779815674,3
ZION,-1.9731539487838743,5.767868518829346,2
ZTS,1.0667575597763062,2.167635679244995,3
