Company,X,y
A,1.1022567749023438,1.9922080039978027
AAL,-2.6588966846466064,5.140549659729004
AAP,-1.5002539157867432,2.1545777320861816
AAPL,0.5342874526977539,1.1807489395141602
ABBV,1.4890323877334595,3.509284257888794
ABC,-0.21931259334087372,6.048069953918457
ABT,1.315428614616394,2.300774335861206
ACN,0.2437644600868225,2.510906457901001
ADBE,0.5904479622840881,1.217207908630371
ADI,-0.3903276026248932,1.205722451210022
ADM,-0.76142418384552,5.407322406768799
ADP,0.5215807557106018,2.904844284057617
ADS,-1.60831880569458,6.279004096984863
ADSK,0.6370721459388733,1.2076739072799683
AEE,6.852261066436768,6.644894599914551
AEP,6.846434116363525,6.82620096206665
AES,6.241189479827881,6.280426979064941
AET,-2.7677764892578125,8.759623527526855
AFL,-0.6157412528991699,4.719157695770264
AIG,-1.316973090171814,5.767940998077393
AIV,11.139592170715332,7.668494701385498
AIZ,-0.18047381937503815,4.559443950653076
AJG,0.10820665955543518,3.9739859104156494
AKAM,0.21491992473602295,2.1550519466400146
ALB,-2.284731864929199,3.3495163917541504
ALGN,0.28049328923225403,1.3484357595443726
ALK,-2.61371111869812,4.966444492340088
ALL,-0.03435807302594185,4.180290222167969
ALLE,-1.3978798389434814,2.882582902908325
ALXN,1.493721604347229,3.639176368713379
AMAT,-0.4363585412502289,0.9839596748352051
AMD,0.3806728720664978,0.8591933846473694
AME,-1.5334089994430542,3.2777700424194336
AMG,-1.7431564331054688,6.389090061187744
AMGN,1.4554373025894165,3.3674919605255127
AMP,-1.4351595640182495,4.639397621154785
AMT,10.724242210388184,7.199864387512207
AMZN,0.4819488525390625,1.3987479209899902
ANDV,-2.8816840648651123,8.68191146850586
ANSS,0.58495032787323,1.0962486267089844
ANTM,1.9207589626312256,2.7331643104553223
AON,0.08480515331029892,3.82769775390625
AOS,-1.8395370244979858,2.501401901245117
APA,-2.9326345920562744,8.169442176818848
APD,-0.7018498778343201,2.664539098739624
APH,-1.2656779289245605,3.4175710678100586
APTV,-2.499721050262451,5.226150035858154
ARE,11.037952423095703,7.512715816497803
ARNC,0.4715909957885742,0.7861313223838806
ATVI,0.2396199256181717,1.4915286302566528
AVB,11.209595680236816,7.683874607086182
AVGO,-0.37119197845458984,1.1697851419448853
AVY,-1.5392225980758667,3.144566059112549
AWK,6.876858711242676,6.792141437530518
AXP,-1.2690868377685547,4.0816545486450195
AYI,-2.1252024173736572,6.132175445556641
AZO,-1.3454949855804443,2.201066493988037
BA,-1.5215835571289062,4.431471824645996
BAC,-1.418008804321289,5.401828289031982
BAX,1.3240023851394653,2.589092493057251
BBY,-0.9443761110305786,2.3992726802825928
BDX,1.3368983268737793,2.513643980026245
BEN,-1.7399286031723022,6.238425254821777
BHF,-1.4602984189987183,5.949245929718018
BIIB,1.5891504287719727,3.4910714626312256
BK,-1.3113573789596558,5.511119365692139
BLK,-1.1905642747879028,3.8754258155822754
BLL,-0.45545870065689087,2.7095787525177
BMY,1.5588680505752563,3.4092323780059814
BSX,1.0154789686203003,2.5431065559387207
BWA,-2.3381638526916504,5.900923728942871
BXP,11.305006980895996,7.784836769104004
C,-1.6830962896347046,5.204998016357422
CA,-2.850677013397217,8.702811241149902
CAG,1.5698561668395996,5.065715789794922
CAH,-0.3204096853733063,6.069886207580566
CAT,-2.4925694465637207,3.211216926574707
CB,-0.08373218774795532,4.501241683959961
CBOE,0.4736243188381195,4.0374836921691895
CCI,10.742056846618652,7.2148566246032715
CCL,-2.419915199279785,4.836916923522949
CDNS,0.2976033687591553,0.9477657675743103
CERN,1.2144290208816528,3.077779531478882
CF,-2.435401201248169,6.6339263916015625
CFG,-1.9697277545928955,5.70322847366333
CHD,1.5540640354156494,4.57991361618042
CHK,-0.4219886362552643,0.7121618986129761
CHRW,-2.504404067993164,2.6048030853271484
CHTR,-0.3616301119327545,3.723141670227051
CI,1.9462037086486816,2.7947683334350586
CINF,-0.2684701085090637,4.675956726074219
CL,1.253959059715271,4.81287956237793
CLX,1.5133531093597412,4.656164169311523
CMA,-1.919994592666626,5.764899253845215
CMCSA,-0.662258505821228,4.356242656707764
CME,0.5018258094787598,3.9193058013916016
CMG,0.38027217984199524,0.856540322303772
CMI,-2.173427104949951,2.7386555671691895
CMS,6.731775283813477,6.752045154571533
CNC,1.9683622121810913,2.8094489574432373
CNP,6.48936653137207,6.4510698318481445
COF,-2.006999969482422,4.870072841644287
COG,-2.8557019233703613,8.11510181427002
COL,-3.0130157470703125,7.927598476409912
COO,1.1028825044631958,2.576160430908203
COP,-2.4609036445617676,7.520303249359131
COST,0.9246094822883606,4.287929058074951
COTY,-3.0177736282348633,7.851166725158691
CPB,1.5393881797790527,5.033015251159668
CRM,0.5589280724525452,1.3343639373779297
CSCO,-0.7189861536026001,4.123967170715332
CSRA,-2.8790602684020996,8.835598945617676
CSX,-2.1157021522521973,2.6453609466552734
CTAS,0.11542534083127975,2.414626121520996
CTSH,-0.7665695548057556,3.9196527004241943
CTXS,0.09021718055009842,2.0256175994873047
CVS,-0.26020896434783936,6.063352584838867
CVX,-2.41819167137146,7.4945149421691895
D,6.692863464355469,6.688289165496826
DAL,-2.450314521789551,4.924013614654541
DE,-2.223210334777832,3.0504636764526367
DFS,-1.8769855499267578,4.876932144165039
DG,0.9067738056182861,4.411648750305176
DGX,1.5686739683151245,2.403766632080078
DHI,-1.2576587200164795,2.0842177867889404
DHR,1.1862510442733765,1.995381474494934
DIS,-0.28604429960250854,3.0333187580108643
DISCA,-1.2501951456069946,5.056833267211914
DISCK,-1.2441787719726562,5.022396564483643
